timestamp,symbol,high,low,close,volume,vwap,trade_count
2025-07-17 09:30:00,BSLK,4.34,4.03,4.2199,1031919,4.174283,5884
2025-07-17 09:31:00,BSLK,4.2206,3.5,3.66,1540906,3.82426,8685
2025-07-17 09:32:00,BSLK,3.75,3.56,3.639,797684,3.643314,4319
2025-07-17 09:33:00,BSLK,3.67,3.53,3.5895,582937,3.595541,2848
2025-07-17 09:34:00,BSLK,3.75,3.55,3.59,758173,3.652685,3421
2025-07-17 09:35:00,BSLK,3.66,3.54,3.575,358140,3.589775,1841
2025-07-17 09:36:00,BSLK,3.68,3.51,3.6268,344134,3.586483,2004
2025-07-17 09:37:00,BSLK,3.77,3.5701,3.715,465662,3.675522,2494
2025-07-17 09:38:00,BSLK,3.74,3.56,3.661,356782,3.643056,2001
2025-07-17 09:39:00,BSLK,3.67,3.58,3.6552,181196,3.626721,949
2025-07-17 09:40:00,BSLK,3.6688,3.32,3.4402,877251,3.426376,5077
2025-07-17 09:41:00,BSLK,3.5099,3.3901,3.4005,268007,3.447664,1554
2025-07-17 09:42:00,BSLK,3.47,3.35,3.47,267839,3.40492,1554
2025-07-17 09:43:00,BSLK,3.48,3.37,3.38,191200,3.414587,1047
2025-07-17 09:44:00,BSLK,3.4,3.27,3.3301,348809,3.320558,1888
2025-07-17 09:45:00,BSLK,3.4,3.315,3.395,235960,3.351198,1306
2025-07-17 10:41:00,BSLK,3.1,3.1,3.1,310,3.1,3
2025-07-17 10:44:00,BSLK,3.22,3.12,3.21,1300,3.178462,9
2025-07-17 10:45:00,BSLK,3.24,3.11,3.17,3976,3.200208,18
2025-07-17 10:47:00,BSLK,3.16,3.16,3.16,300,3.16,2
2025-07-17 10:48:00,BSLK,3.18,3.18,3.18,100,3.18,1
2025-07-17 10:50:00,BSLK,3.16,3.16,3.16,384,3.16,3
2025-07-17 10:51:00,BSLK,3.16,3.16,3.16,118,3.16,1
