timestamp,symbol,high,low,close,volume,vwap,trade_count
2025-07-17 09:30:00,BTOG,0.4232,0.4,0.4222,1431426,0.412876,1579
2025-07-17 09:31:00,BTOG,0.4391,0.4195,0.4354,2708288,0.42867,1818
2025-07-17 09:32:00,BTOG,0.449,0.4332,0.4354,3147715,0.440641,2502
2025-07-17 09:33:00,BTOG,0.4549,0.4307,0.451,3553674,0.445934,2847
2025-07-17 09:34:00,BTOG,0.463,0.4493,0.4585,3199958,0.457945,3098
2025-07-17 09:35:00,BTOG,0.46,0.4202,0.431,2293410,0.439159,2051
2025-07-17 09:36:00,BTOG,0.4481,0.429,0.4383,1271371,0.438075,1646
2025-07-17 09:37:00,BTOG,0.44,0.43,0.4304,1098361,0.434697,1161
2025-07-17 09:38:00,BTOG,0.4347,0.4038,0.41,2176383,0.418354,1589
2025-07-17 09:39:00,BTOG,0.4141,0.3999,0.4075,1142035,0.404497,1411
2025-07-17 09:40:00,BTOG,0.4075,0.37,0.3846,1599055,0.386396,1474
2025-07-17 09:41:00,BTOG,0.3919,0.37,0.3918,972158,0.384419,1002
2025-07-17 09:42:00,BTOG,0.3984,0.3894,0.3969,679121,0.39251,639
2025-07-17 09:43:00,BTOG,0.4036,0.3933,0.4019,1037382,0.397934,666
2025-07-17 09:44:00,BTOG,0.4124,0.401,0.4086,811004,0.408502,665
2025-07-17 09:45:00,BTOG,0.4186,0.3974,0.406,1041360,0.404704,1209
2025-07-17 10:41:00,BTOG,0.3987,0.3987,0.3987,100,0.3987,1
