timestamp,symbol,high,low,close,volume,vwap,trade_count
2025-07-16 09:30:00,QLGN,5.95,5.315,5.91,9653,5.682474,83
2025-07-16 09:31:00,QLGN,6.18,5.795,6.07,15710,5.981275,105
2025-07-16 09:32:00,QLGN,6.21,5.93,5.94,7850,6.076212,58
2025-07-16 09:33:00,QLGN,6.09,5.71,5.865,11695,5.928599,59
2025-07-16 09:34:00,QLGN,6.01,5.88,5.91,5942,5.945089,39
2025-07-16 09:35:00,QLGN,6.09,5.86,5.93,3868,5.982419,30
2025-07-16 09:36:00,QLGN,5.93,5.4,5.4,4887,5.681524,55
2025-07-16 09:37:00,QLGN,5.38,5.35,5.35,2444,5.351304,13
2025-07-16 09:42:00,QLGN,5.965,5.15,5.965,2177,5.489374,25
2025-07-16 09:43:00,QLGN,5.97,5.97,5.97,457,5.97,5
2025-07-16 15:47:00,QLGN,3.88,3.88,3.88,100,3.88,1
2025-07-16 15:48:00,QLGN,3.85,3.85,3.85,109,3.85,6
2025-07-16 15:50:00,QLGN,3.94,3.94,3.94,100,3.94,1
2025-07-16 15:52:00,QLGN,3.98,3.98,3.98,200,3.98,3
2025-07-16 15:55:00,QLGN,4.0,4.0,4.0,100,4.0,1
2025-07-16 15:57:00,QLGN,3.96,3.94,3.95,541,3.95,6
2025-07-16 15:58:00,QLGN,3.96,3.96,3.96,227,3.96,3
2025-07-16 15:59:00,QLGN,3.9,3.86,3.87,1379,3.874545,16
